start_time,w_score,w_mom,w_reserve_z,sig_reserve,sig_netflow,v_score,v_mom,close,v_vol_z,v_obv_corr,s_score,s_mom,s_cpi_z,s_taker_z,s_cpi_taker_div,w_norm,v_norm,s_norm,overall
2025-06-23T00:00:00.000000+0000,1.901845882121224,-0.39493712608510045,-2.0839477452072597,2.0,0.37058744865072735,0.17182546407222127,0.010324263489064123,105414.93531288,0.9622227104404443,0.8558219443507321,0.8779212743544982,0.25800428077781923,1.405788146107862,1.0286047808248402,0.0,0.950922941060612,0.17182546407222127,0.5852808495696654,1.708029254702499
2025-06-24T00:00:00.000000+0000,1.6798471809737747,-0.2792768336865279,-2.064670091677252,2.0,0.25972059904865197,0.17438588547516337,-0.4362267777599926,106129.0722677,-0.17701671974078487,0.8195336920167366,0.42320295753010606,-0.04348171904749909,0.9611308329954258,-0.09026161821065003,0.0,0.8399235904868874,0.17438588547516337,0.28213530502007067,1.2964447809821213
2025-06-25T00:00:00.000000+0000,2.26631860429667,0.49643982759904204,-2.079714263082471,2.0,0.5153639306725546,0.6440268814323509,0.44082616746949416,107390.79130078,-0.06730857738302558,0.7649924109170521,0.9402608551413572,0.8365076223056618,0.971069251557845,0.9526040745954012,0.0,1.133159302148335,0.6440268814323509,0.6268405700942381,2.4040267536749242
2025-06-26T00:00:00.000000+0000,1.9135004204465738,-0.09815135293819988,-2.110333662587713,2.0,0.6173648081920445,0.6477435099310224,0.994166555440806,107005.2872137,-0.53467720019344,0.7059380667987516,0.7047924288200209,0.6785315468477053,1.3228004854747206,-0.12161005663992407,0.0,0.9567502102232869,0.6477435099310224,0.46986161921334724,2.0743553393676564
2025-06-27T00:00:00.000000+0000,1.916742444662542,-0.126695544955437,-2.2084550509571663,2.0,1.3412133353437428,-0.34202620961565017,-0.5505734225501325,107095.1805081,-0.4003209460584098,0.6813591112881071,0.6450569249406019,0.7331526368530248,1.058884743497592,0.5192367437594283,0.0,0.958371222331271,-0.34202620961565017,0.43003794996040123,1.0463829626760222
2025-06-28T00:00:00.000000+0000,2.2052558814637706,-0.24329385016418614,-2.191165837734572,2.0,1.4271321981961367,-0.8140121085868124,-1.1944068234283491,107351.27740887,-1.3843565524421502,0.6894725680844664,0.916563371940178,0.8264502462470016,0.895209614505521,2.10519706889904,0.0,1.1026279407318853,-0.8140121085868124,0.6110422479601186,0.8996580801051915
2025-06-29T00:00:00.000000+0000,3.2282000896015055,1.5552309521082943,-2.1645697043117127,2.0,1.6450033264574522,-0.7484927733272972,-1.2325916108903368,108381.53511086,-1.0879778137744032,0.708572593773836,0.8393637292431553,0.6470399068310422,0.478766859336888,2.20231062338984,0.0,1.6141000448007528,-0.7484927733272972,0.5595758194954368,1.4251830909688923
2025-06-30T00:00:00.000000+0000,2.8514345208023735,0.9495886386811494,-2.205798743963108,2.0,1.625017862492749,-0.2242790689100455,-0.3961045329822668,107209.79589187,-0.5448509612574449,0.7147268199341124,-0.05792660055208407,-0.9358478749065823,0.435139097985063,-0.6616828011146727,0.0,1.4257172604011867,-0.2242790689100455,-0.03861773370138938,1.1628204577897518
2025-07-01T00:00:00.000000+0000,2.332497182973689,0.6526500019999144,-2.1803762772384934,2.0,1.597329516536703,-0.22411724143102557,-0.39850312690618894,105727.24617068,-0.30268665614679624,0.7174714331516101,0.051107657451214816,-0.37209530007889124,0.5010260774172225,-0.899072206032858,0.0,1.1662485914868446,-0.22411724143102557,0.03407177163414321,0.9762031216899623
2025-07-02T00:00:00.000000+0000,2.2261099687665498,-0.04020863553012033,-2.1981224992256583,2.0,1.6167276166412363,-0.2943058953932105,-0.9383327768255614,108882.09039426,0.1796892546303462,0.7172023257500105,0.6053511579552506,-0.3349096971861065,0.6118287515327469,1.732651986692111,0.0,1.1130549843832749,-0.2943058953932105,0.40356743863683375,1.2223165276268981
2025-07-03T00:00:00.000000+0000,2.9798959602629713,1.0663955398163976,-2.199472759496379,2.0,1.4763778179075668,0.5082173187118054,-0.13952619121921694,109628.62005238,-0.26051645034908205,0.7375356302518783,0.8401877648697407,0.13539533604971976,0.6886367253752914,1.4323129733526756,0.0,1.4899479801314857,0.5082173187118054,0.5601251765798271,2.558290475423118
2025-07-04T00:00:00.000000+0000,1.8837461982083676,-0.03299624645417443,-2.177788606979258,2.0,0.7406942340991693,0.36169379330361257,0.7037200029192627,108025.62761862,-0.6775730959346022,0.7441630114097904,-0.08703476279256508,-0.7320916877331669,0.7011028638995221,-1.246586938783068,0.0,0.9418730991041838,0.36169379330361257,-0.05802317519504339,1.245543717212753
2025-07-05T00:00:00.000000+0000,2.41883874229584,0.21358286083206934,-2.1659491843895733,2.0,0.7910432524733811,0.35182466402799945,1.1658367726148118,108222.04445033,-1.400412427142753,0.7250642674661771,0.3628517872402569,-0.5537115846999211,0.7656070491687467,0.33101353875071743,0.0,1.20941937114792,0.35182466402799945,0.24190119149350459,1.803145226669424
2025-07-06T00:00:00.000000+0000,2.484963462005796,-0.7432366275957096,-2.1559693874450834,2.0,0.9180547459807804,0.1442610800473623,0.8927538533746595,109216.95147957,-1.1918546938364825,0.734661165248996,0.3661251532952979,-0.4732385759478574,0.2061490133855101,1.1451977227161934,0.0,1.242481731002898,0.1442610800473623,0.24408343553019857,1.6308262465804588
